CampaignID,CampaignName,Region,Industry,Spend,Impressions,Clicks,Conversions,Revenue,ROI
971,Content Marketing,North America,Tech,34043.1,816608,10735,218,52766.805,0.55
972,Radio Ads,Europe,Education,7712.95,971890,13748,1772,9564.057999999999,0.24
973,Social Media Ads,Africa,Healthcare,49754.09,73972,7248,1465,110951.62069999998,1.23
974,TV Commercials,Oceania,Retail,26834.4,916450,18848,1422,54205.488000000005,0.641868048974608
975,Search Engine Ads,Africa,Education,20201.06,493007,14122,1593,39796.088200000006,0.97
976,Email Marketing,Asia,Education,33296.57,444219,6019,233,77248.04239999999,1.32
977,Content Marketing,Europe,Retail,6335.77,292140,15986,12,12481.466900000001,0.97
978,Content Marketing,Asia,Tech,32190.39,635210,6738,381,41203.6992,0.28
979,Content Marketing,Europe,Retail,25413.56,883030,4751,1720,50318.8488,0.98
980,Billboards,Asia,Education,20927.03,570219,709,1479,27623.6796,0.32
981,Search Engine Ads,Africa,Tech,47697.98,658456,8040,620,99688.7782,1.09
982,Content Marketing,Africa,Tech,26604.45,176782,10448,125,49218.232500000006,0.85
983,Search Engine Ads,North America,Retail,11736.76,133099,3966,1303,10915.186800000001,-0.07
984,Influencer Marketing,Oceania,Education,23489.21,568981,16855,456,39226.9807,1.2897290596205826
985,Content Marketing,Asia,Healthcare,46049.98,963244,17099,1401,63548.9724,0.38
986,Email Marketing,South America,Education,9628.68,118944,2353,1286,13095.0048,0.36
987,Search Engine Ads,North America,Finance,11483.89,758943,5042,1350,20900.679799999998,0.82
988,Search Engine Ads,Asia,Automotive,1638.45,741862,12430,424,2211.9075000000003,0.35
989,Email Marketing,Asia,Healthcare,1695.31,813806,964,1128,3594.0572,1.12
990,Content Marketing,North America,Tech,41640.19,257572,1368,1818,38308.9748,-0.08
991,Email Marketing,Africa,Healthcare,36874.01,353615,7554,901,70798.0992,0.92
992,Search Engine Ads,Asia,Tech,18397.01,580201,13766,1057,40105.4818,1.18
993,Email Marketing,Africa,Tech,35217.25,920115,12470,1661,68321.465,0.94
994,Search Engine Ads,North America,Healthcare,20365.09,207097,5329,672,33602.398499999996,0.65
995,Search Engine Ads,Africa,Tech,47691.94,840948,16409,1883,115414.4948,1.42
996,Influencer Marketing,Europe,Tech,48385.58,622084,18721,1083,63385.109800000006,0.5149503610420201
997,Social Media Ads,South America,Finance,20246.9,298213,4154,1535,16804.927,-0.17
998,Search Engine Ads,Asia,Education,42856.87,914765,1035,727,65571.0111,0.53
999,Content Marketing,Oceania,Education,38881.36,983737,12272,1531,33437.9696,-0.14
1000,TV Commercials,South America,Automotive,16190.0,94811,10630,1368,39179.799999999996,0.9687829671650505
